Package Name,Brand Name,Model Name,Segment,Fuel Variant,Market Price
Standard Service,Hyundai,Grand i10,Hatchback,Diesel,3099
Comprehensive Service,Hyundai,Grand i10,Hatchback,Diesel,4699
Basic Service,Hyundai,i10,Hatchback,CNG,2199
Standard Service,Hyundai,i10,Hatchback,CNG,2799
Comprehensive Service,Hyundai,i10,Hatchback,CNG,4499
Basic Service,Hyundai,i20,Premium Hatchback,Petrol,2599
Standard Service,Hyundai,i20,Premium Hatchback,Petrol,3199
Comprehensive Service,Hyundai,i20,Premium Hatchback,Petrol,4199
Basic Service,Hyundai,i20,Premium Hatchback,CNG,2599
Standard Service,Hyundai,i20,Premium Hatchback,CNG,3199
Comprehensive Service,Hyundai,i20,Premium Hatchback,CNG,4299
Basic Service,Hyundai,i20,Premium Hatchback,Diesel,2599
Standard Service,Hyundai,i20,Premium Hatchback,Diesel,4099
Comprehensive Service,Hyundai,i20,Premium Hatchback,Diesel,5799
Basic Service,Hyundai,i20 Active,Premium Hatchback,Petrol,2799
Standard Service,Hyundai,i20 Active,Premium Hatchback,Petrol,3999
Comprehensive Service,Hyundai,i20 Active,Premium Hatchback,Petrol,4499
Basic Service,Hyundai,i20 Active,Premium Hatchback,CNG,2799
Standard Service,Hyundai,i20 Active,Premium Hatchback,CNG,3999
Comprehensive Service,Hyundai,i20 Active,Premium Hatchback,CNG,4499
Basic Service,Hyundai,i20 Active,Premium Hatchback,Diesel,2799
Standard Service,Hyundai,i20 Active,Premium Hatchback,Diesel,3999
Comprehensive Service,Hyundai,i20 Active,Premium Hatchback,Diesel,5999
Basic Service,Hyundai,SantaFE,Premium SUV,Petrol,5199
Standard Service,Hyundai,SantaFE,Premium SUV,Petrol,6599
Comprehensive Service,Hyundai,SantaFE,Premium SUV,Petrol,10299
Basic Service,Hyundai,SantaFE,Premium SUV,CNG,5199
Standard Service,Hyundai,SantaFE,Premium SUV,CNG,6599
Comprehensive Service,Hyundai,SantaFE,Premium SUV,CNG,10299
Basic Service,Hyundai,Santro Xing,Hatchback,Petrol,2399
Standard Service,Hyundai,Santro Xing,Hatchback,Petrol,2899
Comprehensive Service,Hyundai,Santro Xing,Hatchback,Petrol,4399
Basic Service,Hyundai,Santro Xing,Hatchback,CNG,2399
Standard Service,Hyundai,Santro Xing,Hatchback,CNG,2899
Comprehensive Service,Hyundai,Santro Xing,Hatchback,CNG,4399
Basic Service,Hyundai,Sonata,Premium Sedan,Petrol,3199
Standard Service,Hyundai,Sonata,Premium Sedan,Petrol,4199
Comprehensive Service,Hyundai,Sonata,Premium Sedan,Petrol,6299
Basic Service,Hyundai,Sonata,Premium Sedan,CNG,3199
Standard Service,Hyundai,Sonata,Premium Sedan,CNG,4199
Comprehensive Service,Hyundai,Sonata,Premium Sedan,CNG,6299
Basic Service,Hyundai,Sonata,Premium Sedan,Diesel,3999
Standard Service,Hyundai,Sonata,Premium Sedan,Diesel,5099
Comprehensive Service,Hyundai,Sonata,Premium Sedan,Diesel,8999
Basic Service,Hyundai,Sonata Embera,Premium Sedan,Petrol,3199
Standard Service,Hyundai,Sonata Embera,Premium Sedan,Petrol,4199
Comprehensive Service,Hyundai,Sonata Embera,Premium Sedan,Petrol,5699
Basic Service,Hyundai,Sonata Embera,Premium Sedan,CNG,3199
Standard Service,Hyundai,Sonata Embera,Premium Sedan,CNG,4199
Comprehensive Service,Hyundai,Sonata Embera,Premium Sedan,CNG,5699
Basic Service,Hyundai,Sonata Embera,Premium Sedan,Diesel,3999
Standard Service,Hyundai,Sonata Embera,Premium Sedan,Diesel,5099
Comprehensive Service,Hyundai,Sonata Embera,Premium Sedan,Diesel,8399
Basic Service,Hyundai,Sonata Transform,Premium Sedan,Petrol,3199
Standard Service,Hyundai,Sonata Transform,Premium Sedan,Petrol,4199
Comprehensive Service,Hyundai,Sonata Transform,Premium Sedan,Petrol,5699
Basic Service,Hyundai,Sonata Transform,Premium Sedan,CNG,3199
Standard Service,Hyundai,Sonata Transform,Premium Sedan,CNG,4199
Comprehensive Service,Hyundai,Sonata Transform,Premium Sedan,CNG,5699
Basic Service,Hyundai,Sonata Transform,Premium Sedan,Diesel,3999
Standard Service,Hyundai,Sonata Transform,Premium Sedan,Diesel,5099
Comprehensive Service,Hyundai,Sonata Transform,Premium Sedan,Diesel,8399
Basic Service,Hyundai,Tucson,Premium SUV,Diesel,5199
Standard Service,Hyundai,Tucson,Premium SUV,Diesel,6599
Comprehensive Service,Hyundai,Tucson,Premium SUV,Diesel,10299
Basic Service,Hyundai,Verna,Premium Sedan,Petrol,2999
Standard Service,Hyundai,Verna,Premium Sedan,Petrol,3899
Comprehensive Service,Hyundai,Verna,Premium Sedan,Petrol,5099
Basic Service,Hyundai,Verna,Premium Sedan,CNG,2999
Standard Service,Hyundai,Verna,Premium Sedan,CNG,3899
Comprehensive Service,Hyundai,Verna,Premium Sedan,CNG,5099
Basic Service,Hyundai,Verna,Premium Sedan,Diesel,3999
Standard Service,Hyundai,Verna,Premium Sedan,Diesel,5099
Comprehensive Service,Hyundai,Verna,Premium Sedan,Diesel,7199
Basic Service,Hyundai,Verna Fluidic,Premium Sedan,Petrol,2999
Standard Service,Hyundai,Verna Fluidic,Premium Sedan,Petrol,3899
Comprehensive Service,Hyundai,Verna Fluidic,Premium Sedan,Petrol,5099
Basic Service,Hyundai,Verna Fluidic,Premium Sedan,CNG,2999
Standard Service,Hyundai,Verna Fluidic,Premium Sedan,CNG,3899
Comprehensive Service,Hyundai,Verna Fluidic,Premium Sedan,CNG,5099
Basic Service,Hyundai,Verna Fluidic,Premium Sedan,Diesel,3199
Standard Service,Hyundai,Verna Fluidic,Premium Sedan,Diesel,5099
Comprehensive Service,Hyundai,Verna Fluidic,Premium Sedan,Diesel,7399
Basic Service,Hyundai,Verna Transform,Premium Sedan,Petrol,2999
Standard Service,Hyundai,Verna Transform,Premium Sedan,Petrol,3899
Comprehensive Service,Hyundai,Verna Transform,Premium Sedan,Petrol,5099
Basic Service,Hyundai,Verna Transform,Premium Sedan,CNG,2999
Standard Service,Hyundai,Verna Transform,Premium Sedan,CNG,3899
Comprehensive Service,Hyundai,Verna Transform,Premium Sedan,CNG,5099
Basic Service,Hyundai,Verna Transform,Premium Sedan,Diesel,3999
Standard Service,Hyundai,Verna Transform,Premium Sedan,Diesel,5099
Comprehensive Service,Hyundai,Verna Transform,Premium Sedan,Diesel,7399
Basic Service,Hyundai,Xcent,Sedan,Petrol,2699
Standard Service,Hyundai,Xcent,Sedan,Petrol,3299
Comprehensive Service,Hyundai,Xcent,Sedan,Petrol,5399
Basic Service,Hyundai,Xcent,Sedan,CNG,2699
Standard Service,Hyundai,Xcent,Sedan,CNG,3299
Comprehensive Service,Hyundai,Xcent,Sedan,CNG,5399
Basic Service,Hyundai,Xcent,Sedan,Diesel,2699
Standard Service,Hyundai,Xcent,Sedan,Diesel,3299
Comprehensive Service,Hyundai,Xcent,Sedan,Diesel,5399
Basic Service,Mahindra,Bolero,SUV,Diesel,4399
Standard Service,Mahindra,Bolero,SUV,Diesel,5599
Comprehensive Service,Mahindra,Bolero,SUV,Diesel,8099
Basic Service,Mahindra,Quanto,SUV,Diesel,4399
Standard Service,Mahindra,Quanto,SUV,Diesel,5599
Comprehensive Service,Mahindra,Quanto,SUV,Diesel,8099
Basic Service,Mahindra,Scorpio,SUV,Diesel,4399
Standard Service,Mahindra,Scorpio,SUV,Diesel,5599
Comprehensive Service,Mahindra,Scorpio,SUV,Diesel,8099
Basic Service,Mahindra,Scorpio Getaway,SUV,Diesel,4399
Standard Service,Mahindra,Scorpio Getaway,SUV,Diesel,5599
Comprehensive Service,Mahindra,Scorpio Getaway,SUV,Diesel,8099
Basic Service,Mahindra,Thar,SUV,Diesel,4399
Standard Service,Mahindra,Thar,SUV,Diesel,5599
Comprehensive Service,Mahindra,Thar,SUV,Diesel,8099
Basic Service,Mahindra,Verito,Sedan,Diesel,4399
Standard Service,Mahindra,Verito,Sedan,Diesel,5599
Comprehensive Service,Mahindra,Verito,Sedan,Diesel,8099
Basic Service,Mahindra,Verito Vibe CS,Hatchback,Diesel,4399
Standard Service,Mahindra,Verito Vibe CS,Hatchback,Diesel,5499
Comprehensive Service,Mahindra,Verito Vibe CS,Hatchback,Diesel,8099
Basic Service,Mahindra,XUV 500,SUV,Diesel,4599
Standard Service,Mahindra,XUV 500,SUV,Diesel,5799
Comprehensive Service,Mahindra,XUV 500,SUV,Diesel,8299
Basic Service,Mahindra,Xylo,SUV,Diesel,4399
Standard Service,Mahindra,Xylo,SUV,Diesel,5599
Comprehensive Service,Mahindra,Xylo,SUV,Diesel,8099
Basic Service,Maruti Suzuki,800,Hatchback,Petrol,2199
Standard Service,Maruti Suzuki,800,Hatchback,Petrol,2699
Comprehensive Service,Maruti Suzuki,800,Hatchback,Petrol,3499
Basic Service,Maruti Suzuki,800,Hatchback,CNG,2199
Standard Service,Maruti Suzuki,800,Hatchback,CNG,2699
Comprehensive Service,Maruti Suzuki,800,Hatchback,CNG,3499
Basic Service,Maruti Suzuki,Alto,Hatchback,Petrol,2199
Standard Service,Maruti Suzuki,Alto,Hatchback,Petrol,2699
Comprehensive Service,Maruti Suzuki,Alto,Hatchback,Petrol,4099
Basic Service,Maruti Suzuki,Alto,Hatchback,CNG,2199
Standard Service,Maruti Suzuki,Alto,Hatchback,CNG,2699
Comprehensive Service,Maruti Suzuki,Alto,Hatchback,CNG,4099
Basic Service,Maruti Suzuki,Alto 800,Hatchback,Petrol,2199
Standard Service,Maruti Suzuki,Alto 800,Hatchback,Petrol,2699
Comprehensive Service,Maruti Suzuki,Alto 800,Hatchback,Petrol,3499
Basic Service,Maruti Suzuki,Alto 800,Hatchback,CNG,2199
Standard Service,Maruti Suzuki,Alto 800,Hatchback,CNG,2699
Comprehensive Service,Maruti Suzuki,Alto 800,Hatchback,CNG,3499
Basic Service,Maruti Suzuki,Alto K10,Hatchback,Petrol,2199
Standard Service,Maruti Suzuki,Alto K10,Hatchback,Petrol,2699
Comprehensive Service,Maruti Suzuki,Alto K10,Hatchback,Petrol,3699
Basic Service,Maruti Suzuki,Alto K10,Hatchback,CNG,2199
Standard Service,Maruti Suzuki,Alto K10,Hatchback,CNG,2699
Comprehensive Service,Maruti Suzuki,Alto K10,Hatchback,CNG,3699
Basic Service,Maruti Suzuki,A-Star,Hatchback,Petrol,2399
Standard Service,Maruti Suzuki,A-Star,Hatchback,Petrol,2899
Comprehensive Service,Maruti Suzuki,A-Star,Hatchback,Petrol,4399
Basic Service,Maruti Suzuki,A-Star,Hatchback,CNG,2399
Standard Service,Maruti Suzuki,A-Star,Hatchback,CNG,2899
Comprehensive Service,Maruti Suzuki,A-Star,Hatchback,CNG,4399
Basic Service,Maruti Suzuki,Baleno,Premium Hatchback,Petrol,2599
Standard Service,Maruti Suzuki,Baleno,Premium Hatchback,Petrol,3099
Comprehensive Service,Maruti Suzuki,Baleno,Premium Hatchback,Petrol,5399
Basic Service,Maruti Suzuki,Baleno,Premium Hatchback,CNG,2599
Standard Service,Maruti Suzuki,Baleno,Premium Hatchback,CNG,3299
Comprehensive Service,Maruti Suzuki,Baleno,Premium Hatchback,CNG,5399
Basic Service,Maruti Suzuki,Baleno,Premium Hatchback,Diesel,2599
Standard Service,Maruti Suzuki,Baleno,Premium Hatchback,Diesel,3299
Comprehensive Service,Maruti Suzuki,Baleno,Premium Hatchback,Diesel,5399
Basic Service,Maruti Suzuki,Celerio,Hatchback,Petrol,2499
Standard Service,Maruti Suzuki,Celerio,Hatchback,Petrol,3199
Comprehensive Service,Maruti Suzuki,Celerio,Hatchback,Petrol,4599
Basic Service,Maruti Suzuki,Celerio,Hatchback,CNG,2499
Standard Service,Maruti Suzuki,Celerio,Hatchback,CNG,3199
Comprehensive Service,Maruti Suzuki,Celerio,Hatchback,CNG,4599
Basic Service,Maruti Suzuki,Celerio,Hatchback,Diesel,2599
Standard Service,Maruti Suzuki,Celerio,Hatchback,Diesel,3299
Comprehensive Service,Maruti Suzuki,Celerio,Hatchback,Diesel,4799
Basic Service,Maruti Suzuki,Ciaz,Premium Sedan,Petrol,2999
Standard Service,Maruti Suzuki,Ciaz,Premium Sedan,Petrol,3899
Comprehensive Service,Maruti Suzuki,Ciaz,Premium Sedan,Petrol,5399
Basic Service,Maruti Suzuki,Ciaz,Premium Sedan,CNG,2999
Standard Service,Maruti Suzuki,Ciaz,Premium Sedan,CNG,3899
Comprehensive Service,Maruti Suzuki,Ciaz,Premium Sedan,CNG,5399
Basic Service,Maruti Suzuki,Ciaz,Premium Sedan,Diesel,3199
Standard Service,Maruti Suzuki,Ciaz,Premium Sedan,Diesel,4799
Comprehensive Service,Maruti Suzuki,Ciaz,Premium Sedan,Diesel,5599
Basic Service,Maruti Suzuki,Eeco,SUV,Petrol,2599
Standard Service,Maruti Suzuki,Eeco,SUV,Petrol,3299
Comprehensive Service,Maruti Suzuki,Eeco,SUV,Petrol,4599
Basic Service,Maruti Suzuki,Eeco,SUV,CNG,2599
Standard Service,Maruti Suzuki,Eeco,SUV,CNG,3299
Comprehensive Service,Maruti Suzuki,Eeco,SUV,CNG,4599
Basic Service,Maruti Suzuki,Ertiga,SUV,Petrol,3099
Standard Service,Maruti Suzuki,Ertiga,SUV,Petrol,3999
Comprehensive Service,Maruti Suzuki,Ertiga,SUV,Petrol,4599
Basic Service,Maruti Suzuki,Ertiga,SUV,CNG,3099
Standard Service,Maruti Suzuki,Ertiga,SUV,CNG,3999
Comprehensive Service,Maruti Suzuki,Ertiga,SUV,CNG,4599
Basic Service,Maruti Suzuki,Ertiga,SUV,Diesel,3199
Standard Service,Maruti Suzuki,Ertiga,SUV,Diesel,4199
Comprehensive Service,Maruti Suzuki,Ertiga,SUV,Diesel,6499
Basic Service,Maruti Suzuki,Esteem,Sedan,Petrol,2599
Standard Service,Maruti Suzuki,Esteem,Sedan,Petrol,3299
Comprehensive Service,Maruti Suzuki,Esteem,Sedan,Petrol,4399
Basic Service,Maruti Suzuki,Esteem,Sedan,CNG,2599
Standard Service,Maruti Suzuki,Esteem,Sedan,CNG,3299
Comprehensive Service,Maruti Suzuki,Esteem,Sedan,CNG,4399
Basic Service,Maruti Suzuki,Estilo,Hatchback,Petrol,2599
Standard Service,Maruti Suzuki,Estilo,Hatchback,Petrol,3199
Comprehensive Service,Maruti Suzuki,Estilo,Hatchback,Petrol,4399
Basic Service,Maruti Suzuki,Estilo,Hatchback,CNG,2599
Standard Service,Maruti Suzuki,Estilo,Hatchback,CNG,3199
Comprehensive Service,Maruti Suzuki,Estilo,Hatchback,CNG,4399
Basic Service,Maruti Suzuki,Grand Vitara,SUV,Petrol,3499
Standard Service,Maruti Suzuki,Grand Vitara,SUV,Petrol,4499
Comprehensive Service,Maruti Suzuki,Grand Vitara,SUV,Petrol,6299
Basic Service,Maruti Suzuki,Grand Vitara,SUV,CNG,3499
Standard Service,Maruti Suzuki,Grand Vitara,SUV,CNG,4499
Comprehensive Service,Maruti Suzuki,Grand Vitara,SUV,CNG,6299
Basic Service,Maruti Suzuki,Grand Vitara,SUV,Diesel,4099
Standard Service,Maruti Suzuki,Grand Vitara,SUV,Diesel,5299
Comprehensive Service,Maruti Suzuki,Grand Vitara,SUV,Diesel,7899
Basic Service,Maruti Suzuki,Gypsy,SUV,Petrol,3199
Standard Service,Maruti Suzuki,Gypsy,SUV,Petrol,4199
Comprehensive Service,Maruti Suzuki,Gypsy,SUV,Petrol,5999
Basic Service,Maruti Suzuki,Gypsy,SUV,CNG,3199
Standard Service,Maruti Suzuki,Gypsy,SUV,CNG,4199
Comprehensive Service,Maruti Suzuki,Gypsy,SUV,CNG,5999
Basic Service,Maruti Suzuki,Gypsy,SUV,Diesel,3899
Standard Service,Maruti Suzuki,Gypsy,SUV,Diesel,4999
Comprehensive Service,Maruti Suzuki,Gypsy,SUV,Diesel,7599
Basic Service,Maruti Suzuki,Kizashi,Premium Sedan,Petrol,3499
Standard Service,Maruti Suzuki,Kizashi,Premium Sedan,Petrol,4499
Comprehensive Service,Maruti Suzuki,Kizashi,Premium Sedan,Petrol,6299
Basic Service,Maruti Suzuki,Kizashi,Premium Sedan,CNG,3499
Standard Service,Maruti Suzuki,Kizashi,Premium Sedan,CNG,4499
Comprehensive Service,Maruti Suzuki,Kizashi,Premium Sedan,CNG,6299
Basic Service,Maruti Suzuki,Kizashi,Premium Sedan,Diesel,4099
Standard Service,Maruti Suzuki,Kizashi,Premium Sedan,Diesel,5299
Comprehensive Service,Maruti Suzuki,Kizashi,Premium Sedan,Diesel,7899
Basic Service,Maruti Suzuki,Omni,Hatchback,Petrol,2199
Standard Service,Maruti Suzuki,Omni,Hatchback,Petrol,2799
Comprehensive Service,Maruti Suzuki,Omni,Hatchback,Petrol,4199
Basic Service,Maruti Suzuki,Omni,Hatchback,CNG,2199
Standard Service,Maruti Suzuki,Omni,Hatchback,CNG,2799
Comprehensive Service,Maruti Suzuki,Omni,Hatchback,CNG,4099
Basic Service,Maruti Suzuki,Ritz,Hatchback,Petrol,2199
Standard Service,Maruti Suzuki,Ritz,Hatchback,Petrol,2899
Comprehensive Service,Maruti Suzuki,Ritz,Hatchback,Petrol,4599
Basic Service,Maruti Suzuki,Ritz,Hatchback,CNG,2199
Standard Service,Maruti Suzuki,Ritz,Hatchback,CNG,2899
Comprehensive Service,Maruti Suzuki,Ritz,Hatchback,CNG,4599
Basic Service,Maruti Suzuki,Ritz,Hatchback,Diesel,2399
Standard Service,Maruti Suzuki,Ritz,Hatchback,Diesel,2899
Comprehensive Service,Maruti Suzuki,Ritz,Hatchback,Diesel,4799
Basic Service,Maruti Suzuki,S-Cross,SUV,Petrol,2699
Standard Service,Maruti Suzuki,S-Cross,SUV,Petrol,3299
Comprehensive Service,Maruti Suzuki,S-Cross,SUV,Petrol,4899
Basic Service,Maruti Suzuki,S-Cross,SUV,CNG,2699
Standard Service,Maruti Suzuki,S-Cross,SUV,CNG,3299
Comprehensive Service,Maruti Suzuki,S-Cross,SUV,CNG,4899
Basic Service,Maruti Suzuki,S-Cross,SUV,Diesel,2899
Standard Service,Maruti Suzuki,S-Cross,SUV,Diesel,3699
Comprehensive Service,Maruti Suzuki,S-Cross,SUV,Diesel,6099
Basic Service,Maruti Suzuki,Swift,Hatchback,Petrol,2499
Standard Service,Maruti Suzuki,Swift,Hatchback,Petrol,2999
Comprehensive Service,Maruti Suzuki,Swift,Hatchback,Petrol,4599
Basic Service,Maruti Suzuki,Swift,Hatchback,CNG,2499
Standard Service,Maruti Suzuki,Swift,Hatchback,CNG,2999
Comprehensive Service,Maruti Suzuki,Swift,Hatchback,CNG,4399
Basic Service,Maruti Suzuki,Swift,Hatchback,Diesel,2599
Standard Service,Maruti Suzuki,Swift,Hatchback,Diesel,3299
Comprehensive Service,Maruti Suzuki,Swift,Hatchback,Diesel,4899
Basic Service,Maruti Suzuki,Swift Dzire,Sedan,Petrol,2699
Standard Service,Maruti Suzuki,Swift Dzire,Sedan,Petrol,3099
Comprehensive Service,Maruti Suzuki,Swift Dzire,Sedan,Petrol,5399
Basic Service,Maruti Suzuki,Swift Dzire,Sedan,CNG,2699
Standard Service,Maruti Suzuki,Swift Dzire,Sedan,CNG,3099
Comprehensive Service,Maruti Suzuki,Swift Dzire,Sedan,CNG,5399
Basic Service,Maruti Suzuki,Swift Dzire,Sedan,Diesel,2699
Standard Service,Maruti Suzuki,Swift Dzire,Sedan,Diesel,3399
Comprehensive Service,Maruti Suzuki,Swift Dzire,Sedan,Diesel,4899
Basic Service,Maruti Suzuki,SX4,Sedan,Petrol,3099
Standard Service,Maruti Suzuki,SX4,Sedan,Petrol,4099
Comprehensive Service,Maruti Suzuki,SX4,Sedan,Petrol,5399
Basic Service,Maruti Suzuki,SX4,Sedan,CNG,3099
Standard Service,Maruti Suzuki,SX4,Sedan,CNG,4099
Comprehensive Service,Maruti Suzuki,SX4,Sedan,CNG,5399
Basic Service,Maruti Suzuki,SX4,Sedan,Diesel,3499
Standard Service,Maruti Suzuki,SX4,Sedan,Diesel,4499
Comprehensive Service,Maruti Suzuki,SX4,Sedan,Diesel,6799
Basic Service,Maruti Suzuki,Versa,SUV,Petrol,2999
Standard Service,Maruti Suzuki,Versa,SUV,Petrol,3899
Comprehensive Service,Maruti Suzuki,Versa,SUV,Petrol,4999
Basic Service,Maruti Suzuki,Versa,SUV,CNG,2999
Standard Service,Maruti Suzuki,Versa,SUV,CNG,3899
Comprehensive Service,Maruti Suzuki,Versa,SUV,CNG,4999
Basic Service,Maruti Suzuki,WagonR,Hatchback,Petrol,2199
Standard Service,Maruti Suzuki,WagonR,Hatchback,Petrol,2799
Comprehensive Service,Maruti Suzuki,WagonR,Hatchback,Petrol,4199
Basic Service,Maruti Suzuki,WagonR,Hatchback,CNG,2199
Standard Service,Maruti Suzuki,WagonR,Hatchback,CNG,2799
Comprehensive Service,Maruti Suzuki,WagonR,Hatchback,CNG,4099
Basic Service,Maruti Suzuki,Zen,Hatchback,Petrol,2199
Standard Service,Maruti Suzuki,Zen,Hatchback,Petrol,2899
Comprehensive Service,Maruti Suzuki,Zen,Hatchback,Petrol,4599
Basic Service,Maruti Suzuki,Zen,Hatchback,CNG,2199
Standard Service,Maruti Suzuki,Zen,Hatchback,CNG,2899
Comprehensive Service,Maruti Suzuki,Zen,Hatchback,CNG,4599
Basic Service,Mitsubishi,Pajero,Premium SUV,Diesel,5699
Standard Service,Mitsubishi,Pajero,Premium SUV,Diesel,7299
Comprehensive Service,Mitsubishi,Pajero,Premium SUV,Diesel,11199
Basic Service,Mitsubishi,Pajero Sport,Premium SUV,Diesel,5699
Standard Service,Mitsubishi,Pajero Sport,Premium SUV,Diesel,7299
Comprehensive Service,Mitsubishi,Pajero Sport,Premium SUV,Diesel,11199
Basic Service,Nissan,Evalia,SUV,Diesel,4399
Standard Service,Nissan,Evalia,SUV,Diesel,5599
Comprehensive Service,Nissan,Evalia,SUV,Diesel,9399
Basic Service,Nissan,Micra,Hatchback,Petrol,2899
Standard Service,Nissan,Micra,Hatchback,Petrol,3299
Comprehensive Service,Nissan,Micra,Hatchback,Petrol,5499
Basic Service,Nissan,Micra,Hatchback,CNG,2899
Standard Service,Nissan,Micra,Hatchback,CNG,3299
Comprehensive Service,Nissan,Micra,Hatchback,CNG,5499
Basic Service,Nissan,Micra Active,Hatchback,Petrol,2899
Standard Service,Nissan,Micra Active,Hatchback,Petrol,3299
Comprehensive Service,Nissan,Micra Active,Hatchback,Petrol,5499
Basic Service,Nissan,Micra Active,Hatchback,CNG,2899
Standard Service,Nissan,Micra Active,Hatchback,CNG,3299
Comprehensive Service,Nissan,Micra Active,Hatchback,CNG,5499
Basic Service,Nissan,Sunny,Premium Sedan,Diesel,3999
Standard Service,Nissan,Sunny,Premium Sedan,Diesel,5199
Comprehensive Service,Nissan,Sunny,Premium Sedan,Diesel,7899
Basic Service,Nissan,Teana,Premium Sedan,Diesel,4399
Standard Service,Nissan,Teana,Premium Sedan,Diesel,5699
Comprehensive Service,Nissan,Teana,Premium Sedan,Diesel,8499
Basic Service,Nissan,Terrano,SUV,Diesel,4299
Standard Service,Nissan,Terrano,SUV,Diesel,5499
Comprehensive Service,Nissan,Terrano,SUV,Diesel,9299
Basic Service,Nissan,X-Trail,SUV,Diesel,4599
Standard Service,Nissan,X-Trail,SUV,Diesel,5899
Comprehensive Service,Nissan,X-Trail,SUV,Diesel,9699
Basic Service,Renault,Duster,SUV,Diesel,4299
Standard Service,Renault,Duster,SUV,Diesel,5499
Comprehensive Service,Renault,Duster,SUV,Diesel,9299
Basic Service,Renault,Fluence,Premium Sedan,Petrol,3499
Standard Service,Renault,Fluence,Premium Sedan,Petrol,4499
Comprehensive Service,Renault,Fluence,Premium Sedan,Petrol,6299
Basic Service,Renault,Fluence,Premium Sedan,CNG,3499
Standard Service,Renault,Fluence,Premium Sedan,CNG,4499
Comprehensive Service,Renault,Fluence,Premium Sedan,CNG,6299
Basic Service,Renault,Fluence,Premium Sedan,Diesel,3999
Standard Service,Renault,Fluence,Premium Sedan,Diesel,5199
Comprehensive Service,Renault,Fluence,Premium Sedan,Diesel,7899
Basic Service,Renault,Koleos,Premium SUV,Diesel,4599
Standard Service,Renault,Koleos,Premium SUV,Diesel,5899
Comprehensive Service,Renault,Koleos,Premium SUV,Diesel,9699
Basic Service,Renault,Lodgy,SUV,Diesel,4399
Standard Service,Renault,Lodgy,SUV,Diesel,5599
Comprehensive Service,Renault,Lodgy,SUV,Diesel,9399
Basic Service,Renault,Pulse,Hatchback,Petrol,2899
Standard Service,Renault,Pulse,Hatchback,Petrol,3599
Comprehensive Service,Renault,Pulse,Hatchback,Petrol,5399
Basic Service,Renault,Pulse,Hatchback,CNG,2899
Standard Service,Renault,Pulse,Hatchback,CNG,3599
Comprehensive Service,Renault,Pulse,Hatchback,CNG,5399
Basic Service,Renault,Pulse,Hatchback,Diesel,3299
Standard Service,Renault,Pulse,Hatchback,Diesel,4199
Comprehensive Service,Renault,Pulse,Hatchback,Diesel,6799
Basic Service,Renault,Scala,Premium Sedan,Petrol,3499
Standard Service,Renault,Scala,Premium Sedan,Petrol,4499
Comprehensive Service,Renault,Scala,Premium Sedan,Petrol,6299
Basic Service,Renault,Scala,Premium Sedan,CNG,3499
Standard Service,Renault,Scala,Premium Sedan,CNG,4499
Comprehensive Service,Renault,Scala,Premium Sedan,CNG,6299
Basic Service,Renault,Scala,Premium Sedan,Diesel,3999
Standard Service,Renault,Scala,Premium Sedan,Diesel,5199
Comprehensive Service,Renault,Scala,Premium Sedan,Diesel,7899
Basic Service,Skoda,Fabia,Premium Hatchback,Petrol,4199
Standard Service,Skoda,Fabia,Premium Hatchback,Petrol,5399
Comprehensive Service,Skoda,Fabia,Premium Hatchback,Petrol,7799
Basic Service,Skoda,Fabia,Premium Hatchback,CNG,4199
Standard Service,Skoda,Fabia,Premium Hatchback,CNG,5399
Comprehensive Service,Skoda,Fabia,Premium Hatchback,CNG,7799
Basic Service,Skoda,Fabia,Premium Hatchback,Diesel,4199
Standard Service,Skoda,Fabia,Premium Hatchback,Diesel,5399
Comprehensive Service,Skoda,Fabia,Premium Hatchback,Diesel,8499
Basic Service,Skoda,Fabia Scout,Premium Hatchback,Petrol,4199
Standard Service,Skoda,Fabia Scout,Premium Hatchback,Petrol,5399
Comprehensive Service,Skoda,Fabia Scout,Premium Hatchback,Petrol,7799
Basic Service,Skoda,Fabia Scout,Premium Hatchback,CNG,4199
Standard Service,Skoda,Fabia Scout,Premium Hatchback,CNG,5399
Comprehensive Service,Skoda,Fabia Scout,Premium Hatchback,CNG,7799
Basic Service,Skoda,Fabia Scout,Premium Hatchback,Diesel,4199
Standard Service,Skoda,Fabia Scout,Premium Hatchback,Diesel,5399
Comprehensive Service,Skoda,Fabia Scout,Premium Hatchback,Diesel,8499
Basic Service,Skoda,Laura,Premium Sedan,Diesel,4599
Standard Service,Skoda,Laura,Premium Sedan,Diesel,6099
Comprehensive Service,Skoda,Laura,Premium Sedan,Diesel,8599
Basic Service,Skoda,Octavia,Premium Sedan,Petrol,4599
Standard Service,Skoda,Octavia,Premium Sedan,Petrol,5699
Comprehensive Service,Skoda,Octavia,Premium Sedan,Petrol,7799
Basic Service,Skoda,Octavia,Premium Sedan,CNG,4599
Standard Service,Skoda,Octavia,Premium Sedan,CNG,5699
Comprehensive Service,Skoda,Octavia,Premium Sedan,CNG,7799
Basic Service,Skoda,Octavia,Premium Sedan,Diesel,4599
Standard Service,Skoda,Octavia,Premium Sedan,Diesel,6099
Comprehensive Service,Skoda,Octavia,Premium Sedan,Diesel,8999
Basic Service,Skoda,Rapid,Premium Sedan,Petrol,4599
Standard Service,Skoda,Rapid,Premium Sedan,Petrol,5699
